age,annual_income,employment_type,investment_horizon,risk_tolerance_score,financial_goal,dependents,tax_bracket,preferred_liquidity,investment_knowledge,recommended_product,recommended_product_full
31,1155832,Student,17,2,Wealth Creation,1,10–15L,Low,Intermediate,PPF,Public Provident Fund
24,1587873,Salaried,6,1,Child Education,0,>15L,Medium,Expert,NPS,National Pension System
30,1682551,Salaried,10,2,Wealth Creation,0,>15L,High,Intermediate,NPS,National Pension System
24,412726,Self-employed,2,2,Emergency,1,<5L,High,Beginner,NSC,National Savings Certificate
24,2452255,Retired,12,2,Emergency,0,>15L,Medium,Intermediate,NSC,National Savings Certificate
28,2337050,Retired,2,3,Tax Saving,2,>15L,High,Intermediate,NSC,National Savings Certificate
38,541955,Self-employed,14,8,Child Education,0,5–10L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
24,1925194,Self-employed,20,9,Wealth Creation,1,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
52,512880,Self-employed,2,6,Emergency,1,5–10L,Medium,Expert,Combo,Mixed Investment Portfolio
47,377969,Self-employed,13,6,Tax Saving,2,<5L,High,Beginner,Combo,Mixed Investment Portfolio
58,1353231,Self-employed,1,7,Wealth Creation,1,10–15L,Low,Beginner,Combo,Mixed Investment Portfolio
41,1821267,Salaried,3,9,Tax Saving,3,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
49,481514,Self-employed,18,6,Child Education,2,<5L,Low,Intermediate,PPF,Public Provident Fund
56,1171431,Self-employed,17,1,Child Education,2,10–15L,Low,Beginner,PPF,Public Provident Fund
51,1917531,Retired,4,2,Child Education,3,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
40,1100005,Salaried,1,3,Tax Saving,3,10–15L,Low,Intermediate,NPS,National Pension System
29,1046732,Self-employed,4,3,Retirement,2,10–15L,High,Expert,NPS,National Pension System
26,959325,Retired,21,2,Child Education,2,5–10L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
40,1353927,Salaried,20,7,Wealth Creation,1,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
54,2439600,Self-employed,23,5,Child Education,3,>15L,Low,Intermediate,PPF,Public Provident Fund
42,2401977,Self-employed,6,3,Child Education,0,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
44,1833784,Retired,23,10,Wealth Creation,3,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
30,1700166,Self-employed,16,3,Wealth Creation,0,>15L,Medium,Intermediate,NSC,National Savings Certificate
38,1721953,Self-employed,10,2,Child Education,3,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
44,800081,Self-employed,7,8,Emergency,2,5–10L,Medium,Expert,ELSS,Equity Linked Savings Scheme
31,2237536,Self-employed,4,5,Tax Saving,1,>15L,High,Expert,Combo,Mixed Investment Portfolio
51,2087895,Self-employed,6,6,Tax Saving,2,>15L,Low,Beginner,Combo,Mixed Investment Portfolio
29,2483336,Self-employed,17,1,Tax Saving,2,>15L,Low,Expert,PPF,Public Provident Fund
28,416151,Student,2,10,Child Education,1,<5L,High,Beginner,SSY,Sukanya Samriddhi Yojana
53,1762594,Self-employed,19,4,Child Education,0,>15L,Low,Intermediate,PPF,Public Provident Fund
51,1641618,Salaried,10,4,Emergency,2,>15L,Low,Beginner,NPS,National Pension System
39,2131655,Student,10,6,Wealth Creation,3,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
27,878613,Self-employed,20,1,Emergency,2,5–10L,Medium,Beginner,NSC,National Savings Certificate
44,2335298,Self-employed,8,2,Tax Saving,2,>15L,High,Expert,NSC,National Savings Certificate
58,950970,Student,20,3,Emergency,2,5–10L,Low,Expert,PPF,Public Provident Fund
47,377969,Self-employed,13,6,Tax Saving,2,<5L,High,Beginner,Combo,Mixed Investment Portfolio
53,806399,Self-employed,24,8,Wealth Creation,1,5–10L,High,Beginner,ELSS,Equity Linked Savings Scheme
54,2005585,Student,21,3,Emergency,3,>15L,Low,Intermediate,PPF,Public Provident Fund
29,2372454,Self-employed,18,2,Wealth Creation,3,>15L,High,Beginner,NSC,National Savings Certificate
39,1216065,Self-employed,10,7,Emergency,2,10–15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
26,1483123,Self-employed,18,5,Child Education,3,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
59,912583,Salaried,13,8,Retirement,1,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
54,1306298,Salaried,19,2,Tax Saving,2,10–15L,High,Intermediate,NPS,National Pension System
39,524094,Salaried,15,6,Emergency,1,5–10L,High,Beginner,NPS,National Pension System
43,2426552,Self-employed,22,4,Emergency,2,>15L,Medium,Beginner,Combo,Mixed Investment Portfolio
42,722087,Salaried,19,3,Wealth Creation,0,5–10L,High,Expert,NPS,National Pension System
24,836939,Salaried,1,1,Retirement,1,5–10L,High,Beginner,NPS,National Pension System
36,1572263,Student,12,5,Child Education,0,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
34,1314764,Salaried,18,6,Retirement,1,10–15L,Low,Beginner,NPS,National Pension System
38,572467,Self-employed,23,3,Emergency,0,5–10L,Low,Expert,PPF,Public Provident Fund
48,2404888,Salaried,16,3,Retirement,0,>15L,Low,Expert,NPS,National Pension System
52,1642894,Self-employed,13,1,Emergency,1,>15L,Low,Intermediate,PPF,Public Provident Fund
51,2128961,Salaried,7,5,Retirement,3,>15L,Low,Intermediate,NPS,National Pension System
36,374070,Self-employed,21,5,Emergency,1,<5L,Low,Expert,PPF,Public Provident Fund
42,2065449,Student,23,6,Tax Saving,1,>15L,High,Beginner,Combo,Mixed Investment Portfolio
54,1383404,Self-employed,9,6,Wealth Creation,2,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
41,1171970,Self-employed,8,1,Retirement,3,10–15L,Low,Expert,NPS,National Pension System
48,735157,Salaried,2,5,Child Education,2,5–10L,High,Beginner,NPS,National Pension System
52,695600,Self-employed,23,2,Wealth Creation,0,5–10L,Medium,Intermediate,NSC,National Savings Certificate
26,678652,Student,19,7,Tax Saving,0,5–10L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
48,1026548,Salaried,4,3,Child Education,1,10–15L,High,Beginner,NPS,National Pension System
49,585151,Self-employed,1,8,Tax Saving,0,5–10L,Low,Beginner,Combo,Mixed Investment Portfolio
39,1235934,Self-employed,21,6,Tax Saving,2,10–15L,Low,Expert,PPF,Public Provident Fund
43,596518,Salaried,15,10,Wealth Creation,3,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
37,367957,Self-employed,3,1,Child Education,1,<5L,High,Beginner,SSY,Sukanya Samriddhi Yojana
45,1907346,Student,10,1,Tax Saving,2,>15L,Low,Expert,PPF,Public Provident Fund
58,789554,Retired,23,2,Emergency,3,5–10L,Medium,Intermediate,NSC,National Savings Certificate
55,2433478,Salaried,1,8,Tax Saving,1,>15L,High,Intermediate,NPS,National Pension System
38,1506978,Salaried,9,8,Child Education,3,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
29,2419626,Self-employed,15,4,Tax Saving,2,>15L,High,Expert,Combo,Mixed Investment Portfolio
48,2142053,Salaried,14,6,Child Education,3,>15L,Medium,Beginner,NPS,National Pension System
23,845406,Salaried,24,10,Retirement,3,5–10L,High,Intermediate,ELSS,Equity Linked Savings Scheme
50,1483555,Self-employed,3,1,Wealth Creation,3,10–15L,Low,Intermediate,NSC,National Savings Certificate
28,1956484,Self-employed,12,3,Child Education,2,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
55,1928042,Self-employed,22,10,Retirement,2,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
52,2221822,Self-employed,7,5,Emergency,3,>15L,Low,Intermediate,Combo,Mixed Investment Portfolio
49,856059,Student,6,9,Wealth Creation,3,5–10L,Low,Expert,ELSS,Equity Linked Savings Scheme
22,442582,Self-employed,4,6,Emergency,1,<5L,Medium,Expert,Combo,Mixed Investment Portfolio
58,678482,Self-employed,18,6,Wealth Creation,1,5–10L,Low,Beginner,PPF,Public Provident Fund
31,980147,Salaried,24,1,Child Education,3,5–10L,Low,Expert,NPS,National Pension System
52,2340160,Self-employed,18,4,Wealth Creation,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
55,2396109,Student,10,5,Child Education,1,>15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
25,1166593,Self-employed,20,4,Wealth Creation,2,10–15L,Low,Expert,PPF,Public Provident Fund
53,2167158,Student,5,6,Wealth Creation,0,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
48,636644,Self-employed,17,2,Emergency,0,5–10L,High,Beginner,NSC,National Savings Certificate
29,2345932,Salaried,3,5,Retirement,0,>15L,Low,Beginner,NPS,National Pension System
25,1155446,Self-employed,3,3,Emergency,3,10–15L,High,Expert,NSC,National Savings Certificate
34,913007,Self-employed,4,6,Tax Saving,3,5–10L,High,Intermediate,Combo,Mixed Investment Portfolio
46,2118396,Student,8,8,Child Education,3,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
54,1483306,Self-employed,24,3,Wealth Creation,3,10–15L,Medium,Expert,NSC,National Savings Certificate
49,585151,Self-employed,1,8,Tax Saving,0,5–10L,Low,Beginner,Combo,Mixed Investment Portfolio
59,1318281,Retired,14,6,Tax Saving,1,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
24,760160,Self-employed,21,2,Child Education,3,5–10L,Low,Expert,PPF,Public Provident Fund
25,379403,Self-employed,9,4,Child Education,0,<5L,High,Beginner,SSY,Sukanya Samriddhi Yojana
46,539027,Self-employed,24,4,Emergency,0,5–10L,Low,Beginner,PPF,Public Provident Fund
40,2390204,Self-employed,23,6,Child Education,1,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
55,649894,Salaried,3,5,Retirement,1,5–10L,High,Intermediate,NPS,National Pension System
35,439384,Self-employed,16,9,Wealth Creation,3,<5L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
51,1371985,Salaried,16,9,Emergency,3,10–15L,Low,Expert,ELSS,Equity Linked Savings Scheme
59,1754609,Student,19,5,Wealth Creation,1,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
34,2494322,Self-employed,5,1,Tax Saving,1,>15L,Low,Intermediate,NSC,National Savings Certificate
52,1559366,Retired,3,7,Wealth Creation,0,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
44,903672,Salaried,7,4,Emergency,3,5–10L,Medium,Expert,NPS,National Pension System
38,1224744,Salaried,17,6,Wealth Creation,3,10–15L,Medium,Intermediate,NPS,National Pension System
26,1692862,Self-employed,17,2,Child Education,3,>15L,Low,Intermediate,PPF,Public Provident Fund
35,1307878,Student,21,1,Child Education,2,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
29,514611,Salaried,9,6,Emergency,2,5–10L,High,Beginner,NPS,National Pension System
25,1950127,Retired,22,1,Wealth Creation,2,>15L,High,Intermediate,NSC,National Savings Certificate
37,846034,Student,10,3,Emergency,1,5–10L,Medium,Beginner,NSC,National Savings Certificate
22,1365434,Self-employed,16,4,Child Education,3,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
27,2043236,Salaried,3,9,Retirement,3,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
55,1787924,Self-employed,15,3,Child Education,1,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
53,2208924,Self-employed,8,3,Wealth Creation,2,>15L,High,Beginner,NSC,National Savings Certificate
53,746030,Self-employed,23,1,Child Education,2,5–10L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
51,1917531,Retired,4,2,Child Education,3,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
23,845219,Salaried,23,10,Wealth Creation,1,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
44,2389312,Salaried,24,4,Wealth Creation,0,>15L,Medium,Beginner,NPS,National Pension System
30,360216,Salaried,1,9,Retirement,2,<5L,High,Beginner,NPS,National Pension System
28,1524777,Self-employed,2,2,Wealth Creation,2,>15L,Medium,Expert,NSC,National Savings Certificate
59,683382,Self-employed,2,7,Emergency,0,5–10L,Medium,Expert,Combo,Mixed Investment Portfolio
39,1570767,Self-employed,13,1,Tax Saving,1,>15L,Low,Beginner,PPF,Public Provident Fund
37,532359,Salaried,10,5,Tax Saving,3,5–10L,Medium,Intermediate,NPS,National Pension System
54,824864,Student,6,6,Child Education,3,5–10L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
33,884249,Retired,21,6,Child Education,1,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
41,1457150,Self-employed,20,2,Emergency,1,10–15L,Medium,Expert,NSC,National Savings Certificate
36,479718,Salaried,24,3,Retirement,3,<5L,High,Intermediate,NPS,National Pension System
38,1579698,Self-employed,6,10,Retirement,0,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
53,2305746,Salaried,13,10,Retirement,0,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
38,1882049,Self-employed,8,3,Tax Saving,0,>15L,Medium,Intermediate,NSC,National Savings Certificate
33,1530384,Salaried,14,2,Retirement,2,>15L,Low,Beginner,NPS,National Pension System
34,484918,Self-employed,24,1,Child Education,1,<5L,High,Beginner,SSY,Sukanya Samriddhi Yojana
59,1235449,Salaried,23,3,Child Education,3,10–15L,High,Intermediate,NPS,National Pension System
46,1158095,Self-employed,7,2,Emergency,1,10–15L,Medium,Intermediate,NSC,National Savings Certificate
58,1673159,Retired,4,2,Tax Saving,3,>15L,Medium,Intermediate,NSC,National Savings Certificate
27,1018759,Student,1,9,Wealth Creation,1,10–15L,Low,Intermediate,Combo,Mixed Investment Portfolio
52,376085,Self-employed,12,4,Wealth Creation,3,<5L,Medium,Intermediate,Combo,Mixed Investment Portfolio
29,1612348,Self-employed,22,3,Tax Saving,1,>15L,Low,Expert,PPF,Public Provident Fund
39,306586,Self-employed,8,1,Emergency,0,<5L,Low,Beginner,NSC,National Savings Certificate
31,777210,Salaried,12,3,Tax Saving,3,5–10L,High,Intermediate,NPS,National Pension System
57,1859191,Self-employed,10,3,Tax Saving,3,>15L,High,Expert,NSC,National Savings Certificate
40,523554,Self-employed,1,5,Tax Saving,0,5–10L,High,Expert,Combo,Mixed Investment Portfolio
30,1579379,Salaried,9,3,Wealth Creation,0,>15L,High,Beginner,NPS,National Pension System
32,919694,Self-employed,20,4,Emergency,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
49,1587114,Salaried,4,10,Child Education,0,>15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
49,1249958,Self-employed,4,5,Child Education,2,10–15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
53,1451049,Salaried,16,4,Child Education,0,10–15L,Low,Expert,NPS,National Pension System
30,964393,Self-employed,1,6,Child Education,3,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
35,884095,Self-employed,21,6,Child Education,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
46,1352567,Self-employed,23,3,Tax Saving,1,10–15L,Low,Expert,PPF,Public Provident Fund
24,828425,Salaried,2,8,Emergency,3,5–10L,High,Beginner,NPS,National Pension System
54,2482595,Student,11,1,Child Education,2,>15L,Low,Expert,PPF,Public Provident Fund
54,2248810,Self-employed,13,1,Emergency,0,>15L,High,Intermediate,NSC,National Savings Certificate
27,830276,Retired,14,1,Child Education,2,5–10L,High,Beginner,SSY,Sukanya Samriddhi Yojana
44,1139737,Student,21,4,Child Education,2,10–15L,Low,Beginner,PPF,Public Provident Fund
37,387389,Student,7,5,Child Education,3,<5L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
45,2440499,Salaried,14,7,Child Education,3,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
28,781981,Self-employed,14,6,Child Education,2,5–10L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
41,1973686,Student,18,5,Wealth Creation,2,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
32,602445,Salaried,4,6,Wealth Creation,1,5–10L,Low,Beginner,NPS,National Pension System
27,1189725,Self-employed,1,2,Tax Saving,1,10–15L,Medium,Expert,NSC,National Savings Certificate
34,959498,Self-employed,7,5,Wealth Creation,0,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
36,726228,Student,13,2,Wealth Creation,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
30,2046548,Salaried,12,9,Emergency,3,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
40,997527,Salaried,23,3,Retirement,3,5–10L,High,Expert,NPS,National Pension System
30,1422304,Self-employed,24,6,Tax Saving,1,10–15L,Low,Beginner,PPF,Public Provident Fund
37,1290163,Student,12,1,Tax Saving,3,10–15L,Low,Expert,PPF,Public Provident Fund
32,2248827,Retired,11,1,Child Education,2,>15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
30,1524233,Self-employed,2,1,Tax Saving,1,>15L,Low,Beginner,NSC,National Savings Certificate
49,1510340,Self-employed,12,1,Wealth Creation,0,>15L,High,Intermediate,NSC,National Savings Certificate
53,1283896,Self-employed,8,2,Wealth Creation,1,10–15L,Low,Intermediate,NSC,National Savings Certificate
52,848497,Self-employed,21,3,Child Education,2,5–10L,Low,Intermediate,PPF,Public Provident Fund
42,949093,Self-employed,11,6,Tax Saving,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
41,2203767,Retired,4,3,Child Education,3,>15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
48,1098461,Salaried,13,5,Wealth Creation,2,10–15L,Low,Intermediate,NPS,National Pension System
58,950970,Student,20,3,Emergency,2,5–10L,Low,Expert,PPF,Public Provident Fund
29,2194431,Self-employed,8,4,Tax Saving,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
35,1380394,Self-employed,6,3,Retirement,3,10–15L,Low,Intermediate,NPS,National Pension System
38,1197004,Self-employed,15,5,Emergency,1,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
26,1057906,Retired,22,6,Tax Saving,1,10–15L,High,Beginner,Combo,Mixed Investment Portfolio
37,1115810,Salaried,13,10,Wealth Creation,0,10–15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
59,1590879,Student,12,2,Retirement,2,>15L,Medium,Intermediate,NPS,National Pension System
54,1417093,Salaried,22,10,Wealth Creation,0,10–15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
58,385643,Retired,17,1,Child Education,0,<5L,Low,Beginner,PPF,Public Provident Fund
59,1706101,Self-employed,17,6,Child Education,1,>15L,Low,Beginner,PPF,Public Provident Fund
36,2150487,Self-employed,7,3,Emergency,1,>15L,Medium,Beginner,NSC,National Savings Certificate
59,1706101,Self-employed,17,6,Child Education,1,>15L,Low,Beginner,PPF,Public Provident Fund
36,1999859,Retired,24,1,Child Education,0,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
51,2333661,Self-employed,2,7,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
34,897816,Self-employed,12,5,Wealth Creation,0,5–10L,Medium,Intermediate,Combo,Mixed Investment Portfolio
39,479669,Salaried,23,1,Tax Saving,2,<5L,High,Expert,NPS,National Pension System
34,2494322,Self-employed,5,1,Tax Saving,1,>15L,Low,Intermediate,NSC,National Savings Certificate
45,2168374,Retired,16,4,Retirement,1,>15L,High,Beginner,NPS,National Pension System
52,595169,Student,2,7,Wealth Creation,3,5–10L,High,Intermediate,Combo,Mixed Investment Portfolio
49,2464297,Self-employed,9,1,Emergency,3,>15L,Low,Intermediate,NSC,National Savings Certificate
59,1444557,Student,3,2,Child Education,3,10–15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
40,2089032,Self-employed,22,7,Tax Saving,3,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
44,689130,Student,1,4,Child Education,3,5–10L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
46,818979,Student,18,1,Tax Saving,0,5–10L,High,Intermediate,NSC,National Savings Certificate
42,1991503,Self-employed,18,1,Child Education,2,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
52,1292669,Self-employed,1,9,Retirement,2,10–15L,Medium,Expert,NPS,National Pension System
36,472522,Retired,1,8,Wealth Creation,3,<5L,Medium,Intermediate,Combo,Mixed Investment Portfolio
52,526125,Retired,24,5,Wealth Creation,0,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
24,1258882,Self-employed,11,4,Tax Saving,1,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
39,577460,Self-employed,20,2,Tax Saving,0,5–10L,High,Intermediate,NSC,National Savings Certificate
29,564848,Retired,14,6,Wealth Creation,0,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
